	-2559446.460157	5095368.149317	-2849064.935802
	-2559440.806296	5095369.714846	-2849067.262149
	-2559440.453286	5095368.816021	-2849068.984736
	-2559441.687218	5095368.670413	-2849068.329248
	-2559442.268132	5095369.423659	-2849066.448279
	-2559445.680277	5095367.369792	-2849067.041000
	-2559444.825674	5095367.112089	-2849068.279199
	-2559443.532386	5095366.595937	-2849070.392458
	-2559442.453955	5095367.512280	-2849069.729152
	-2559442.160921	5095370.228349	-2849065.098862
	-2559445.151970	5095368.882288	-2849064.829976
	-2559443.680974	5095369.235440	-2849065.528588
	-2559443.853260	5095368.081316	-2849067.416216
	-2559453.084731	5095360.959432	-2849071.872721
	-2559452.010342	5095362.723722	-2849069.657176
	-2559451.461625	5095362.252903	-2849071.047746
	-2559451.402538	5095361.596132	-2849072.276107
	-2559445.304760	5095365.091680	-2849071.469817
	-2559445.795604	5095366.046576	-2849069.306546
	-2559446.673722	5095366.244155	-2849068.167525
	-2559447.449836	5095365.196033	-2849069.339150
	-2559449.876358	5095362.129046	-2849072.455383
	-2559449.597961	5095363.263520	-2849070.895406
	-2559450.776930	5095363.592188	-2849069.219442
	-2559449.617609	5095364.374229	-2849068.842423
	-2559446.680800	5095364.765589	-2849070.814540
	-2559447.563454	5095363.535238	-2849072.021217
	-2559451.733229	5095364.415486	-2849066.830101
	-2559450.265991	5095365.052373	-2849067.025765
	-2559458.787632	5095360.220039	-2849067.885911
	-2559458.013879	5095359.566332	-2849069.888975
	-2559446.091005	5095382.302698	-2849056.773572
	-2559458.574564	5095361.177128	-2849066.487067
	-2559453.135885	5095363.360408	-2849067.454999
	-2559454.661446	5095364.439225	-2849064.152718
	-2559454.920656	5095363.493792	-2849065.625427
	-2559454.422948	5095362.970801	-2849067.025332
	-2559458.116626	5095362.640347	-2849064.245155
	-2559456.087292	5095363.715478	-2849064.161646
	-2559457.317913	5095362.275583	-2849065.637025
	-2559456.962124	5095361.767782	-2849066.889982
	-2559453.227310	5095362.664646	-2849068.653922
	-2559454.268820	5095360.959659	-2849070.777880
	-2559455.994884	5095360.510550	-2849070.028802
	-2559455.792544	5095361.631579	-2849068.195630
	-2559465.496010	5095359.938457	-2849062.424474
	-2559463.922288	5095361.352520	-2849061.316725
	-2559463.556167	5095360.463239	-2849063.241013
	-2559461.081048	5095359.806544	-2849066.654085
	-2559457.666562	5095364.181623	-2849061.841975
	-2559460.091706	5095364.455891	-2849059.226303
	-2559458.689413	5095364.212857	-2849060.909365
	-2559459.582820	5095362.177381	-2849063.777063
	-2559462.534541	5095359.828470	-2849065.233563
	-2559462.061129	5095361.240833	-2849063.204846
	-2559462.693540	5095362.473106	-2849060.424723
	-2559461.809727	5095363.866011	-2849058.727800
	-2559459.046409	5095361.639720	-2849065.206411
	-2559460.273415	5095360.896628	-2849065.442714
	-2559460.773339	5095362.237195	-2849062.586207
	-2559461.426371	5095363.323381	-2849060.029399
	-2559466.240729	5095360.872996	-2849060.050796
	-2559467.709746	5095361.415953	-2849057.764265
	-2559467.486887	5095362.547373	-2849055.899788
	-2559467.768397	5095363.446438	-2849054.044749
	-2559459.757288	5095366.494737	-2849055.842684
	-2559460.374381	5095365.441932	-2849057.193460
	-2559461.640450	5095364.654075	-2849057.474431
	-2559462.775669	5095364.982532	-2849055.860134
	-2559464.749347	5095363.143843	-2849057.345297
	-2559465.360878	5095362.229232	-2849058.408805
	-2559464.706448	5095361.699451	-2849059.969523
	-2559463.231305	5095363.320906	-2849058.427636
	-2559461.732099	5095365.959365	-2849055.038235
	-2559465.222610	5095364.836801	-2849053.864314
	-2559464.876024	5095363.830462	-2849056.028078
	-2559463.578155	5095364.127265	-2849056.694557
