	-2559459.030429	5095368.821676	-2849052.317495
	-2559451.980897	5095369.774163	-2849057.009458
	-2559458.631169	5095367.209207	-2849055.593907
	-2559457.260666	5095367.762422	-2849055.807384
	-2559452.613631	5095371.196445	-2849053.860346
	-2559455.748281	5095372.484418	-2849048.715050
	-2559454.328839	5095371.746079	-2849051.306661
	-2559454.720959	5095370.635271	-2849052.972355
	-2559456.778114	5095369.098666	-2849053.828581
	-2559457.276881	5095370.171817	-2849051.434810
	-2559458.627664	5095369.733063	-2849051.051170
	-2559456.087783	5095370.994831	-2849051.060531
	-2559453.883333	5095370.415821	-2849054.123000
	-2559453.038466	5095370.197552	-2849055.255751
	-2559454.891370	5095369.250172	-2849055.305356
	-2559456.491207	5095369.933262	-2849052.590837
	-2559453.463879	5095373.241123	-2849049.422596
	-2559452.581298	5095372.807417	-2849050.987298
	-2559449.984936	5095371.405858	-2849055.889647
	-2559450.492904	5095372.468364	-2849053.502125
	-2559445.236105	5095374.842186	-2849054.047152
	-2559444.930241	5095375.665777	-2849052.812495
	-2559446.074873	5095376.019655	-2849051.153542
	-2559447.943441	5095375.324017	-2849050.695223
	-2559449.799627	5095373.710361	-2849051.860985
	-2559451.463974	5095372.920057	-2849051.797579
	-2559451.590316	5095374.216439	-2849049.357376
	-2559449.190559	5095375.362836	-2849049.531216
	-2559447.056589	5095375.068948	-2849051.953069
	-2559446.838988	5095373.778025	-2849054.520641
	-2559447.154552	5095372.479165	-2849056.481903
	-2559448.872017	5095372.777087	-2849054.426770
	-2559451.528832	5095368.014240	-2849060.588259
	-2559451.026908	5095369.628272	-2849058.124359
	-2559449.922959	5095368.508804	-2849061.067000
	-2559448.823073	5095367.651398	-2849063.691795
	-2559444.152716	5095371.818739	-2849060.471750
	-2559443.733400	5095373.120468	-2849058.399920
	-2559445.477284	5095372.780354	-2849057.525876
	-2559446.199559	5095371.903529	-2849058.467944
	-2559447.214072	5095368.471683	-2849063.670354
	-2559448.557050	5095368.752583	-2849061.964054
	-2559449.459965	5095369.621097	-2849059.617685
	-2559449.188390	5095370.662217	-2849057.999377
	-2559445.106500	5095370.819107	-2849061.418723
	-2559447.100659	5095370.001445	-2849061.102939
	-2559446.498120	5095371.040893	-2849059.767356
	-2559447.866972	5095371.600542	-2849057.513846
	-2559458.314936	5095366.174182	-2849057.730361
	-2559457.621902	5095365.658890	-2849059.253055
	-2559455.353044	5095364.813529	-2849062.843934
	-2559455.948465	5095365.228062	-2849061.562861
	-2559450.120396	5095367.556242	-2849062.585244
	-2559452.516012	5095368.337599	-2849059.117347
	-2559452.078733	5095367.103923	-2849061.703587
	-2559450.812293	5095366.594435	-2849063.767697
	-2559456.341977	5095366.764479	-2849058.422233
	-2559456.208209	5095367.690071	-2849056.901764
	-2559454.126049	5095368.488490	-2849057.361415
	-2559453.936732	5095367.679395	-2849058.974358
	-2559452.956274	5095364.978937	-2849064.715525
	-2559453.122969	5095365.624921	-2849063.403629
	-2559453.241483	5095366.335391	-2849062.000140
	-2559454.101884	5095366.771726	-2849060.437208
	-2559466.960910	5095366.414887	-2849049.425179
	-2559466.673013	5095365.563259	-2849051.210548
	-2559467.255357	5095364.572719	-2849052.461692
	-2559463.594557	5095365.164677	-2849054.774682
	-2559460.225536	5095368.186622	-2849052.394788
	-2559462.551919	5095368.135062	-2849050.368183
	-2559461.039275	5095368.645911	-2849050.826041
	-2559461.486416	5095367.791676	-2849051.955690
	-2559465.568077	5095365.493368	-2849052.445303
	-2559465.373932	5095367.272332	-2849049.338102
	-2559466.767866	5095367.844042	-2849047.034110
	-2559465.395833	5095369.080387	-2849046.050970
	-2559462.161125	5095366.555044	-2849053.581616
	-2559463.293143	5095366.498391	-2849052.656538
	-2559463.671020	5095367.353152	-2849050.765283
	-2559464.214199	5095368.234010	-2849048.677936
	-2559465.189479	5095369.799095	-2849044.944992
	-2559464.058883	5095369.874173	-2849045.824943
	-2559461.990702	5095369.459509	-2849048.487209
	-2559463.351725	5095369.484485	-2849047.199417
	-2559456.967891	5095371.668677	-2849049.060309
	-2559457.078622	5095372.412665	-2849047.626474
	-2559460.342611	5095372.977872	-2849043.663090
	-2559458.793384	5095373.578523	-2849043.987386
	-2559462.445542	5095370.723691	-2849045.793275
	-2559462.682212	5095371.395362	-2849044.377756
	-2559461.687052	5095373.012165	-2849042.380219
	-2559459.806097	5095370.929524	-2849047.811824
	-2559460.073528	5095371.867397	-2849045.880379
	-2559458.752199	5095371.928127	-2849046.964916
	-2559458.488291	5095370.761118	-2849049.324750
	-2559459.784069	5095369.638078	-2849050.147949
	-2559459.580425	5095374.561673	-2849041.500713
	-2559457.578486	5095374.713315	-2849043.042210
	-2559457.448664	5095373.577093	-2849045.198773
	-2559454.720600	5095373.245593	-2849048.257630
	-2559453.215092	5095377.954544	-2849041.195687
	-2559453.409033	5095376.794517	-2849043.094506
	-2559451.892029	5095377.051622	-2849043.995897
	-2559453.022540	5095375.942654	-2849044.959372
	-2559455.887803	5095373.815949	-2849046.189520
	-2559454.783663	5095374.730126	-2849045.550778
	-2559456.147067	5095374.563789	-2849044.611850
	-2559457.139939	5095375.731696	-2849041.613291
	-2559453.419469	5095373.910179	-2849048.255865
	-2559454.338787	5095374.127401	-2849047.005128
	-2559454.378965	5095375.521817	-2849044.489911
	-2559455.217450	5095376.275431	-2849042.376224
	-2559452.600510	5095374.890830	-2849047.235654
	-2559451.875343	5095375.975771	-2849045.933130
	-2559451.252078	5095378.277248	-2849042.389662
	-2559449.807284	5095377.071832	-2849045.858121
	-2559444.500665	5095379.275181	-2849046.705938
	-2559446.589850	5095376.641635	-2849049.544573
	-2559445.216000	5095377.754059	-2849048.827703
	-2559446.072741	5095378.022702	-2849047.588189
	-2559449.618144	5095376.447999	-2849047.219682
	-2559450.163036	5095375.492065	-2849048.367106
	-2559448.310887	5095376.374111	-2849048.464047
	-2559447.634545	5095377.275545	-2849047.470652
	-2559447.175461	5095378.148333	-2849046.325378
	-2559446.177047	5095379.277442	-2849045.208247
	-2559448.216570	5095379.271914	-2849043.355844
	-2559449.013446	5095378.296314	-2849044.389012
	-2559445.293828	5095376.895330	-2849050.263732
	-2559442.416558	5095376.616562	-2849053.395438
	-2559443.712162	5095377.083856	-2849051.337977
	-2559444.609808	5095378.574591	-2849047.879826
	-2559437.424294	5095378.790743	-2849054.014558
	-2559439.327394	5095379.763445	-2849050.546094
	-2559440.893347	5095380.207536	-2849048.306412
	-2559440.817173	5095378.732547	-2849051.030265
	-2559443.829026	5095380.163698	-2849045.729068
	-2559442.638700	5095380.260218	-2849046.628677
	-2559443.079542	5095379.259774	-2849048.030358
	-2559443.074288	5095378.420556	-2849049.541470
	-2559439.162737	5095378.929924	-2849052.169297
	-2559439.762480	5095378.025264	-2849053.223423
	-2559438.821758	5095377.890190	-2849054.351777
	-2559441.541615	5095377.467934	-2849052.654843
	-2559444.208136	5095374.268308	-2849055.983925
	-2559441.836889	5095373.927566	-2849058.734123
	-2559442.682282	5095375.118224	-2849055.840101
	-2559443.476672	5095375.652612	-2849054.152984
	-2559437.260081	5095375.734715	-2849059.612287
	-2559437.074497	5095377.232190	-2849057.035333
	-2559437.355257	5095377.909204	-2849055.633289
	-2559438.721933	5095377.234749	-2849055.623029
	-2559441.269895	5095376.684157	-2849054.289665
	-2559440.209852	5095376.113261	-2849056.269790
	-2559441.081192	5095375.005196	-2849057.478508
	-2559437.841532	5095374.733487	-2849060.909917
	-2559438.586647	5095376.450788	-2849057.152009
	-2559439.412889	5095375.531422	-2849058.030146
	-2559437.735658	5095376.215875	-2849058.359849
	-2559438.926719	5095374.786338	-2849059.836549
	-2559443.733409	5095371.307019	-2849061.832856
	-2559442.785341	5095370.669423	-2849063.606792
	-2559439.669109	5095370.739230	-2849066.430412
	-2559440.772581	5095370.893093	-2849065.136805
	-2559436.506804	5095374.754175	-2849062.079772
	-2559438.471047	5095373.801210	-2849062.019918
	-2559437.529010	5095373.367215	-2849063.631513
	-2559437.793811	5095372.584407	-2849064.814784
	-2559441.389900	5095371.787876	-2849063.005294
	-2559440.547036	5095372.925897	-2849061.715726
	-2559442.607502	5095372.801658	-2849060.082225
	-2559439.787088	5095373.865850	-2849060.712932
	-2559438.717168	5095370.269924	-2849067.948900
	-2559437.737026	5095371.769588	-2849066.319632
	-2559439.303947	5095371.925985	-2849064.614647
	-2559439.333132	5095372.694770	-2849063.236232
	-2559449.013514	5095366.408657	-2849065.736224
	-2559447.318737	5095366.737368	-2849066.702423
	-2559448.251845	5095367.249384	-2849064.917914
